Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
Lukas Rosol,Evgeny Donskoy,Monte-Carlo,14-Apr-14,Clay,First Round,47,108,0,2,13,2,2,25,33,12,21,5,7,30,60,67,0,6,2,0,21,41,9,19,1,3,17,54,47
Yen-Hsun Lu,Federico Delbonis,Monte-Carlo,14-Apr-14,Clay,First Round,52,44,0,2,13,1,0,30,45,14,20,4,7,29,64,73,0,7,2,4,26,41,9,23,2,7,21,65,56
Teymuraz Gabashvili,Gilles Simon,Monte-Carlo,14-Apr-14,Clay,First Round,58,28,0,2,16,5,2,39,60,23,53,6,11,51,111,113,1,14,4,3,42,65,18,46,5,10,51,113,111
Jeremy Chardy,Igor Sijsling,Monte-Carlo,14-Apr-14,Clay,First Round,48,55,0,2,14,5,6,33,43,20,54,5,11,42,96,95,1,14,4,4,34,54,20,42,5,10,44,97,98
Pablo Carreno Busta,Ivan Dodig,Monte-Carlo,14-Apr-14,Clay,First Round,62,37,0,2,12,4,1,19,21,17,20,3,8,25,60,61,0,6,3,3,23,32,12,28,0,0,5,41,40
Radek Stepanek,Ivo Karlovic,Monte-Carlo,14-Apr-14,Clay,First Round,41,53,0,2,12,1,3,21,25,12,17,4,11,23,46,56,0,3,2,4,16,25,7,21,0,1,9,42,32
Albert Ramos-Vinolas,Jarkko Nieminen,Monte-Carlo,14-Apr-14,Clay,First Round,101,46,0,2,13,5,0,27,42,11,17,5,9,30,57,68,0,7,1,1,16,33,11,24,2,5,21,59,48
Michael Llodra,Jerzy Janowicz,Monte-Carlo,14-Apr-14,Clay,First Round,147,21,0,2,12,4,1,27,32,8,14,4,7,30,61,65,0,6,1,7,22,31,9,30,1,3,11,46,42
Fabio Fognini,Joao Sousa,Monte-Carlo,14-Apr-14,Clay,First Round,13,39,0,2,18,1,3,33,54,26,46,6,9,47,109,106,1,16,0,0,37,69,25,40,5,9,41,100,103
Julien Benneteau,Jurgen Melzer,Monte-Carlo,14-Apr-14,Clay,First Round,51,60,0,2,15,4,4,40,57,15,26,3,8,36,92,91,1,14,3,7,40,57,16,35,3,5,28,83,84
Gael Monfils,Kevin Anderson,Monte-Carlo,14-Apr-14,Clay,First Round,24,19,0,2,13,7,0,31,36,18,25,1,7,29,82,78,0,10,6,2,35,54,18,28,0,0,12,61,65
Grigor Dimitrov,Marcel Granollers,Monte-Carlo,14-Apr-14,Clay,First Round,14,32,0,2,16,5,2,32,44,16,25,5,10,46,98,94,1,10,1,3,40,58,12,40,2,2,21,69,73
Andreas Seppi,Mikhail Youzhny,Monte-Carlo,14-Apr-14,Clay,First Round,35,15,0,2,13,2,0,37,51,17,28,2,11,38,91,92,0,9,3,2,43,66,10,25,1,7,25,79,78
Nicolas Almagro,Paul-Henri Mathieu,Monte-Carlo,14-Apr-14,Clay,First Round,20,113,0,2,12,4,1,22,25,11,21,4,6,26,55,59,0,5,0,2,21,34,8,21,0,1,13,46,42
Dmitry Tursunov,Robin Haase,Monte-Carlo,14-Apr-14,Clay,First Round,33,50,0,2,17,7,1,45,62,15,37,6,8,34,79,94,1,11,8,4,34,52,11,27,3,11,39,99,84
Philipp Kohlschreiber,Simone Bolelli,Monte-Carlo,14-Apr-14,Clay,First Round,25,329,0,2,12,2,1,28,37,15,22,2,3,23,62,66,0,7,2,1,25,42,14,20,0,0,16,59,55
Roberto Bautista Agut,Vasek Pospisil,Monte-Carlo,14-Apr-14,Clay,First Round,45,29,0,2,12,1,0,31,43,9,17,4,10,30,61,70,0,4,2,5,23,40,8,21,0,5,20,60,51
Novak Djokovic,Albert Montanes,Monte-Carlo,14-Apr-14,Clay,Second Round,2,57,0,2,12,5,0,24,29,7,12,5,12,24,37,55,0,1,0,1,7,21,6,16,0,4,10,41,23
Grigor Dimitrov,Albert Ramos-Vinolas,Monte-Carlo,14-Apr-14,Clay,Second Round,14,101,0,2,16,8,2,42,48,17,28,2,5,29,83,88,1,13,3,1,35,53,19,30,1,1,17,76,71
Guillermo Garcia-Lopez,Alexandr Dolgopolov,Monte-Carlo,14-Apr-14,Clay,Second Round,38,22,0,2,13,1,1,23,38,11,18,6,9,32,56,66,0,6,2,2,12,24,12,32,2,9,22,56,46
Tomas Berdych,Dmitry Tursunov,Monte-Carlo,14-Apr-14,Clay,Second Round,5,33,0,2,13,7,3,29,37,12,21,4,9,38,86,79,0,9,1,6,35,59,13,27,2,6,17,58,65
Pablo Carreno Busta,Gael Monfils,Monte-Carlo,14-Apr-14,Clay,Second Round,62,24,0,2,13,2,2,36,53,16,31,4,7,30,69,82,0,9,5,4,26,44,13,25,2,9,32,84,71
David Ferrer,Jeremy Chardy,Monte-Carlo,14-Apr-14,Clay,Second Round,6,48,0,2,12,0,3,25,29,8,16,5,9,26,46,59,0,3,0,5,5,15,15,31,1,1,12,45,32
Tommy Robredo,Julien Benneteau,Monte-Carlo,14-Apr-14,Clay,Second Round,18,51,0,2,16,4,0,32,46,14,19,6,12,36,70,82,1,7,1,0,29,57,5,13,2,7,19,65,53
Stan Wawrinka,Marin Cilic,Monte-Carlo,14-Apr-14,Clay,Second Round,3,27,0,2,12,3,1,18,23,10,11,5,7,21,36,49,0,2,0,1,12,17,3,19,0,0,6,34,21
Lukas Rosol,Michael Llodra,Monte-Carlo,14-Apr-14,Clay,Second Round,47,147,0,2,12,7,2,29,38,11,18,3,7,25,61,65,0,8,2,1,28,41,8,20,1,4,16,56,52
Nicolas Almagro,Nicolas Mahut,Monte-Carlo,14-Apr-14,Clay,Second Round,20,40,0,2,13,7,1,41,51,18,35,1,2,24,66,83,0,9,2,1,32,42,10,24,0,4,27,86,69
Andreas Seppi,Pablo Andujar,Monte-Carlo,14-Apr-14,Clay,Second Round,35,36,0,2,18,10,1,45,64,31,58,3,9,43,112,119,1,17,5,2,53,82,16,30,3,15,46,122,115
Jo-Wilfried Tsonga,Philipp Kohlschreiber,Monte-Carlo,14-Apr-14,Clay,Second Round,12,25,0,2,13,4,0,31,41,14,27,2,7,35,95,80,1,14,3,1,37,51,23,44,2,2,23,68,83
Roger Federer,Radek Stepanek,Monte-Carlo,14-Apr-14,Clay,Second Round,4,41,0,2,12,2,1,29,33,4,9,4,4,20,41,53,0,3,0,5,14,25,7,16,0,2,9,42,30
Fabio Fognini,Roberto Bautista Agut,Monte-Carlo,14-Apr-14,Clay,Second Round,13,45,0,2,13,2,5,28,43,14,34,6,7,36,73,78,0,10,0,4,31,53,6,20,5,5,35,77,72
Rafael Nadal,Teymuraz Gabashvili,Monte-Carlo,14-Apr-14,Clay,Second Round,1,58,0,2,12,2,0,31,39,3,13,5,5,26,42,60,0,5,1,2,10,21,6,21,2,4,18,52,34
Milos Raonic,Yen-Hsun Lu,Monte-Carlo,14-Apr-14,Clay,Second Round,10,52,0,2,18,19,3,43,53,18,31,5,19,50,107,111,1,10,4,6,41,76,16,31,1,3,23,84,80
Rafael Nadal,Andreas Seppi,Monte-Carlo,14-Apr-14,Clay,Third Round,1,35,0,2,12,2,2,24,29,7,16,5,5,27,49,58,0,4,1,0,15,27,7,22,1,6,14,45,36
Jo-Wilfried Tsonga,Fabio Fognini,Monte-Carlo,14-Apr-14,Clay,Third Round,12,13,0,2,17,6,2,36,49,19,37,6,8,36,75,91,1,10,1,3,30,51,9,24,3,10,31,86,70
David Ferrer,Grigor Dimitrov,Monte-Carlo,14-Apr-14,Clay,Third Round,6,14,0,2,12,0,0,21,36,14,22,5,13,34,70,69,0,6,1,1,21,35,15,35,2,4,23,58,59
Roger Federer,Lukas Rosol,Monte-Carlo,14-Apr-14,Clay,Third Round,4,47,0,2,12,6,1,28,31,9,22,4,4,23,43,60,0,5,0,1,14,25,6,18,1,4,16,53,36
Novak Djokovic,Pablo Carreno Busta,Monte-Carlo,14-Apr-14,Clay,Third Round,2,62,0,2,12,2,0,19,25,9,9,5,7,24,38,52,0,1,0,0,8,22,6,16,0,0,6,34,20
Guillermo Garcia-Lopez,Tomas Berdych,Monte-Carlo,14-Apr-14,Clay,Third Round,38,5,0,2,16,0,1,41,59,7,18,6,10,41,85,89,1,10,6,2,28,42,16,43,3,5,29,77,73
Milos Raonic,Tommy Robredo,Monte-Carlo,14-Apr-14,Clay,Third Round,10,18,0,2,12,7,2,27,29,14,24,2,6,17,49,58,0,7,1,1,18,33,14,16,0,0,12,53,44
Novak Djokovic,Guillermo Garcia-Lopez,Monte-Carlo,14-Apr-14,Clay,Quarter-finals,2,38,0,2,16,6,1,41,55,16,32,5,11,42,93,99,1,10,0,1,33,55,18,38,2,5,30,87,81
Roger Federer,Jo-Wilfried Tsonga,Monte-Carlo,14-Apr-14,Clay,Quarter-finals,4,12,0,2,15,4,0,42,61,18,31,2,19,60,139,120,1,13,3,2,57,93,22,46,2,4,32,92,111
Stan Wawrinka,Milos Raonic,Monte-Carlo,14-Apr-14,Clay,Quarter-finals,3,10,0,2,13,5,3,24,30,22,33,2,3,20,62,66,0,8,6,0,28,38,14,24,0,0,17,63,59
David Ferrer,Rafael Nadal,Monte-Carlo,14-Apr-14,Clay,Quarter-finals,6,1,0,2,13,1,1,33,55,20,35,4,10,37,80,90,0,10,1,2,29,49,14,31,3,10,37,90,80
Stan Wawrinka,David Ferrer,Monte-Carlo,14-Apr-14,Clay,Semi-finals,3,6,0,2,13,6,1,29,34,18,32,2,6,25,65,72,0,7,1,2,27,39,13,26,0,2,19,66,59
Roger Federer,Novak Djokovic,Monte-Carlo,14-Apr-14,Clay,Semi-finals,4,2,0,2,13,3,1,33,40,10,17,3,5,23,59,66,0,7,2,0,24,40,12,19,0,2,14,57,50
Stan Wawrinka,Roger Federer,Monte-Carlo,14-Apr-14,Clay,Finals,3,4,0,2,17,5,2,43,54,22,39,3,7,37,103,102,1,14,3,1,51,69,15,34,2,3,28,93,94
Marius Copil,Adrian Mannarino,Bucharest,21-Apr-14,Clay,First Round,167,90,0,2,12,11,1,31,46,9,14,3,6,18,45,58,0,5,0,1,20,29,7,16,0,3,20,60,47
Carlos Berlocq,Andreas Seppi,Bucharest,21-Apr-14,Clay,First Round,61,35,0,2,15,2,1,42,72,4,12,6,19,50,106,96,1,12,1,0,42,73,14,33,5,10,38,84,94
Victor Hanescu,Dudi Sela,Bucharest,21-Apr-14,Clay,First Round,84,81,0,2,12,1,0,34,46,6,15,3,5,24,57,64,0,7,1,2,21,34,12,23,1,5,21,61,54
Lukas Rosol,Filippo Volandri,Bucharest,21-Apr-14,Clay,First Round,43,83,0,2,13,8,1,30,39,13,22,3,4,25,58,68,0,7,0,1,29,45,4,13,1,2,18,61,51
Jiri Vesely,Jeremy Chardy,Bucharest,21-Apr-14,Clay,First Round,79,48,0,2,13,4,0,32,38,9,16,3,10,38,83,79,0,6,2,5,29,51,16,32,0,1,13,54,58
Jarkko Nieminen,Leonardo Mayer,Bucharest,21-Apr-14,Clay,First Round,54,86,0,2,16,2,2,49,68,13,30,3,9,40,103,102,1,15,9,8,39,54,24,49,3,11,36,98,99
Robin Haase,Matthew Ebden,Bucharest,21-Apr-14,Clay,First Round,50,62,0,2,12,4,2,22,34,12,25,6,8,37,69,71,0,7,3,5,27,48,5,21,3,7,25,59,57
Paul-Henri Mathieu,Nicolas Mahut,Bucharest,21-Apr-14,Clay,First Round,102,39,0,2,12,1,0,17,26,15,21,5,7,31,58,63,0,4,3,1,21,36,6,22,1,2,15,47,42
Ricardas Berankis,Nikoloz Basilashvili,Bucharest,21-Apr-14,Clay,First Round,157,310,0,2,18,3,1,47,64,19,42,4,8,42,103,108,1,14,4,5,42,61,19,42,2,8,40,106,101
Sergiy Stakhovsky,Patrick Ciorcila,Bucharest,21-Apr-14,Clay,First Round,92,589,0,2,14,1,3,40,55,8,19,4,8,29,69,77,1,9,0,0,25,45,15,24,2,7,26,74,66
Denis Istomin,Thomaz Bellucci,Bucharest,21-Apr-14,Clay,First Round,53,109,0,2,14,6,3,42,58,14,26,2,2,22,74,78,0,12,1,3,32,40,20,34,2,6,28,84,80
Adrian Ungur,Vasek Pospisil,Bucharest,21-Apr-14,Clay,First Round,118,29,0,2,17,1,2,34,48,15,28,7,17,47,95,96,1,10,3,3,33,56,15,39,3,7,27,76,75
Denis Istomin,Adrian Ungur,Bucharest,21-Apr-14,Clay,Second Round,53,118,0,2,16,3,0,43,54,12,23,4,6,33,80,88,1,9,1,2,36,57,11,23,1,3,22,77,69
Sergiy Stakhovsky,Carlos Berlocq,Bucharest,21-Apr-14,Clay,Second Round,92,61,0,2,17,3,3,52,74,12,26,4,6,38,97,102,1,14,1,1,39,59,20,38,3,6,36,100,95
Lukas Rosol,Jarkko Nieminen,Bucharest,21-Apr-14,Clay,Second Round,43,54,0,2,12,4,3,29,38,12,26,4,6,27,56,68,0,6,0,3,19,38,10,18,1,8,23,64,52
Grigor Dimitrov,Jiri Vesely,Bucharest,21-Apr-14,Clay,Second Round,16,79,0,2,13,9,0,34,45,11,15,2,8,19,58,64,0,8,5,1,26,39,13,19,0,1,15,60,54
Paul-Henri Mathieu,Marius Copil,Bucharest,21-Apr-14,Clay,Second Round,102,167,0,2,12,0,0,29,38,9,14,3,6,25,54,63,0,5,3,3,21,35,8,19,0,2,14,52,43
Robin Haase,Mikhail Youzhny,Bucharest,21-Apr-14,Clay,Second Round,50,15,0,2,12,3,2,20,25,16,24,4,5,24,52,60,0,6,0,5,20,31,8,21,1,2,13,49,41
Gael Monfils,Ricardas Berankis,Bucharest,21-Apr-14,Clay,Second Round,24,157,0,2,12,7,1,32,43,9,18,4,5,22,42,63,0,4,0,0,11,23,9,19,0,5,20,61,40
Gilles Simon,Victor Hanescu,Bucharest,21-Apr-14,Clay,Second Round,28,84,0,2,14,5,3,37,48,17,40,3,8,37,91,91,1,12,1,1,48,70,6,21,2,5,34,88,88
Robin Haase,Denis Istomin,Bucharest,21-Apr-14,Clay,Quarter-finals,50,53,0,2,15,1,2,34,44,15,29,5,11,31,74,80,1,10,3,1,36,51,7,23,2,6,24,73,67
Lukas Rosol,Gilles Simon,Bucharest,21-Apr-14,Clay,Quarter-finals,43,28,0,2,13,3,2,30,45,15,28,5,12,46,93,91,0,8,3,3,40,60,7,33,3,5,28,73,75
Gael Monfils,Paul-Henri Mathieu,Bucharest,21-Apr-14,Clay,Quarter-finals,24,102,0,2,16,5,3,48,66,16,34,3,13,42,106,106,1,14,1,1,51,77,13,29,2,7,36,100,100
Grigor Dimitrov,Sergiy Stakhovsky,Bucharest,21-Apr-14,Clay,Quarter-finals,16,92,0,2,12,2,2,28,35,12,20,3,6,22,52,62,0,7,0,1,21,33,9,19,1,2,15,55,45
Grigor Dimitrov,Gael Monfils,Bucharest,21-Apr-14,Clay,Semi-finals,16,24,1,1,5,2,2,11,11,1,4,2,2,9,15,21,0,1,0,0,5,11,1,4,0,0,3,15,9
Lukas Rosol,Robin Haase,Bucharest,21-Apr-14,Clay,Semi-finals,43,50,0,2,15,4,1,29,51,21,29,5,7,37,84,87,1,11,5,2,34,53,13,31,3,6,30,80,77
Grigor Dimitrov,Lukas Rosol,Bucharest,21-Apr-14,Clay,Finals,16,43,0,2,13,4,1,26,31,12,22,4,9,38,79,76,0,7,1,0,29,49,12,30,1,2,15,53,56
Inigo Cervantes,Aleksandr Nedovyesov,Barcelona,21-Apr-14,Clay,First Round,.,72,0,2,15,1,3,42,56,25,51,3,5,35,86,102,1,12,1,1,37,62,14,24,2,11,40,107,91
Edouard Roger-Vasselin,Andreas Beck,Barcelona,21-Apr-14,Clay,First Round,46,141,0,2,12,11,1,28,36,10,17,4,10,27,56,65,0,4,3,2,24,37,5,19,0,6,15,53,44
Ivan Dodig,Facundo Arguello,Barcelona,21-Apr-14,Clay,First Round,37,107,0,2,18,6,2,41,53,26,37,4,10,37,95,104,1,12,3,3,46,65,12,30,1,7,23,90,81
Santiago Giraldo,Igor Sijsling,Barcelona,21-Apr-14,Clay,First Round,65,56,0,2,12,3,0,28,41,10,13,3,6,23,57,61,0,6,5,1,21,38,13,19,0,0,16,54,50
Marinko Matosevic,Joao Sousa,Barcelona,21-Apr-14,Clay,First Round,70,40,0,2,12,4,0,26,34,10,19,4,14,31,63,67,0,5,0,1,24,39,8,24,1,2,17,53,49
Roberto Bautista Agut,Lukasz Kubot,Barcelona,21-Apr-14,Clay,First Round,45,75,0,2,12,2,1,27,34,7,13,5,7,25,39,59,0,1,1,1,7,22,7,17,0,8,13,47,27
Albert Montanes,Marc Lopez,Barcelona,21-Apr-14,Clay,First Round,59,.,0,2,13,2,4,34,48,9,19,4,5,36,74,79,0,8,1,0,30,57,8,17,2,8,24,67,62
Kenny De Schepper,Marsel Ilhan,Barcelona,21-Apr-14,Clay,First Round,63,154,0,2,13,6,3,45,62,10,21,2,3,22,61,77,0,8,4,0,28,42,11,19,0,6,28,83,67
Andrey Golubev,Matteo Viola,Barcelona,21-Apr-14,Clay,First Round,60,190,0,2,12,4,2,26,36,10,17,4,8,30,66,66,0,7,2,2,26,46,10,20,1,5,17,53,53
Teymuraz Gabashvili,Michal Przysiezny,Barcelona,21-Apr-14,Clay,First Round,55,77,0,2,12,5,1,34,42,9,16,3,5,21,54,64,0,7,3,0,20,30,13,24,1,5,15,58,48
Jurgen Melzer,Mikhail Kukushkin,Barcelona,21-Apr-14,Clay,First Round,73,57,0,2,16,5,4,40,49,20,44,4,11,44,113,104,1,15,6,3,48,73,21,40,4,6,33,93,102
Albert Ramos-Vinolas,Nikolay Davydenko,Barcelona,21-Apr-14,Clay,First Round,103,82,0,2,12,3,0,28,37,12,20,3,4,23,60,63,0,8,3,3,24,34,13,26,1,2,17,57,54
Andrey Kuznetsov,Pablo Carreno Busta,Barcelona,21-Apr-14,Clay,First Round,131,58,0,2,14,3,2,23,33,18,36,5,11,34,69,75,1,9,2,1,19,33,16,36,3,5,28,69,63
Dominic Thiem,Radek Stepanek,Barcelona,21-Apr-14,Clay,First Round,80,41,0,2,12,5,3,28,33,14,32,3,6,20,55,62,0,8,5,5,27,38,8,17,1,4,23,65,58
Daniel Gimeno-Traver,Roberto Carballes Baena,Barcelona,21-Apr-14,Clay,First Round,104,187,0,2,13,2,1,26,35,15,31,5,7,33,68,74,0,8,0,2,25,45,10,23,2,7,25,66,60
Martin Klizan,Somdev Devvarman,Barcelona,21-Apr-14,Clay,First Round,108,100,0,2,12,0,1,24,34,10,16,4,11,34,72,68,0,6,8,2,25,44,13,28,1,4,16,50,54
Rafael Nadal,Albert Ramos-Vinolas,Barcelona,21-Apr-14,Clay,Second Round,1,103,0,2,13,1,0,35,51,12,19,3,3,30,67,77,0,10,1,3,26,40,11,27,2,4,23,70,60
Albert Montanes,Alexandr Dolgopolov,Barcelona,21-Apr-14,Clay,Second Round,59,22,0,2,13,3,1,44,53,7,21,1,2,22,68,73,0,9,4,0,28,34,18,34,0,4,23,74,69
Marin Cilic,Andrey Kuznetsov,Barcelona,21-Apr-14,Clay,Second Round,27,131,0,2,13,10,1,34,39,13,28,3,5,28,63,75,0,7,0,2,24,34,11,29,1,5,20,67,55
Andrey Golubev,Benoit Paire,Barcelona,21-Apr-14,Clay,Second Round,60,36,1,2,11,1,2,28,36,5,15,4,8,23,48,56,0,5,0,2,19,30,6,18,1,3,18,51,43
Ernests Gulbis,Daniel Gimeno-Traver,Barcelona,21-Apr-14,Clay,Second Round,23,104,0,2,14,4,1,36,43,14,25,3,4,30,76,80,0,11,7,0,35,50,11,26,2,3,18,68,64
Teymuraz Gabashvili,David Ferrer,Barcelona,21-Apr-14,Clay,Second Round,55,5,0,2,12,1,2,22,33,19,32,4,8,26,52,67,0,6,0,4,19,32,7,20,1,8,24,65,50
Inigo Cervantes,Dmitry Tursunov,Barcelona,21-Apr-14,Clay,Second Round,.,34,0,2,17,2,2,29,37,14,35,8,9,43,79,86,1,10,3,2,31,51,5,28,4,7,29,72,65
Philipp Kohlschreiber,Edouard Roger-Vasselin,Barcelona,21-Apr-14,Clay,Second Round,26,46,0,2,13,10,2,30,37,15,26,3,8,23,63,68,0,8,2,1,26,42,14,21,1,2,18,63,58
Santiago Giraldo,Fabio Fognini,Barcelona,21-Apr-14,Clay,Second Round,65,13,1,2,10,2,0,18,22,4,8,5,6,20,27,42,0,0,0,1,5,16,2,11,0,0,8,30,15
Ivan Dodig,Feliciano Lopez,Barcelona,21-Apr-14,Clay,Second Round,37,30,0,2,12,10,0,23,28,13,17,3,7,19,44,55,0,5,4,2,17,25,8,19,0,0,9,45,34
Jurgen Melzer,Jerzy Janowicz,Barcelona,21-Apr-14,Clay,Second Round,73,21,0,2,13,5,3,29,45,11,23,5,9,41,77,81,0,10,6,5,19,34,17,43,4,7,28,68,64
Fernando Verdasco,Kenny De Schepper,Barcelona,21-Apr-14,Clay,Second Round,25,63,0,2,12,1,1,28,40,9,14,4,7,28,64,65,0,7,3,3,28,43,8,21,1,8,17,54,53
Dominic Thiem,Marcel Granollers,Barcelona,21-Apr-14,Clay,Second Round,80,31,0,2,15,0,1,36,63,22,40,6,13,36,77,94,1,11,3,1,30,49,11,28,4,13,45,103,86
Tommy Robredo,Marinko Matosevic,Barcelona,21-Apr-14,Clay,Second Round,18,70,0,2,12,1,0,30,43,9,19,4,9,29,61,68,0,7,1,3,23,36,9,25,2,5,23,62,55
Nicolas Almagro,Martin Klizan,Barcelona,21-Apr-14,Clay,Second Round,20,108,0,2,14,12,2,32,40,19,31,2,10,41,100,92,0,11,4,2,38,62,21,38,1,3,20,71,79
Kei Nishikori,Roberto Bautista Agut,Barcelona,21-Apr-14,Clay,Second Round,17,45,0,2,16,5,2,31,45,15,32,7,15,43,90,89,1,10,1,1,33,60,14,30,4,7,31,77,78
Ernests Gulbis,Albert Montanes,Barcelona,21-Apr-14,Clay,Third Round,23,59,0,2,13,6,1,28,36,9,15,4,6,31,66,68,0,6,0,3,24,37,11,29,1,1,14,51,49
Kei Nishikori,Andrey Golubev,Barcelona,21-Apr-14,Clay,Third Round,17,60,0,2,12,3,2,26,42,8,17,6,12,32,55,66,0,4,0,2,14,34,9,21,2,6,25,59,48
Santiago Giraldo,Dominic Thiem,Barcelona,21-Apr-14,Clay,Third Round,65,80,0,2,17,4,1,55,82,19,37,4,14,46,110,120,1,15,4,6,44,67,20,43,3,21,45,119,109
Nicolas Almagro,Fernando Verdasco,Barcelona,21-Apr-14,Clay,Third Round,20,25,0,2,12,4,0,20,23,15,25,4,9,30,64,65,0,6,2,2,27,50,7,14,1,4,13,48,47
Teymuraz Gabashvili,Inigo Cervantes,Barcelona,21-Apr-14,Clay,Third Round,55,.,0,2,12,1,1,23,26,13,25,4,6,25,55,61,0,6,4,3,21,31,9,24,1,2,15,51,45
Rafael Nadal,Ivan Dodig,Barcelona,21-Apr-14,Clay,Third Round,1,37,0,2,12,1,0,25,36,9,12,4,8,27,57,61,0,6,5,3,21,32,9,25,1,1,14,48,44
Philipp Kohlschreiber,Jurgen Melzer,Barcelona,21-Apr-14,Clay,Third Round,26,73,0,2,13,3,1,27,37,17,25,3,7,33,80,77,0,8,2,3,35,52,12,28,0,2,18,62,65
Marin Cilic,Tommy Robredo,Barcelona,21-Apr-14,Clay,Third Round,27,18,0,2,20,8,2,46,61,34,56,2,5,36,113,116,1,18,2,3,59,81,18,32,1,6,37,117,114
Kei Nishikori,Marin Cilic,Barcelona,21-Apr-14,Clay,Quarter-finals,17,27,0,2,12,2,2,22,29,9,18,5,8,29,53,60,0,4,5,2,17,25,7,28,1,2,16,47,40
Santiago Giraldo,Philipp Kohlschreiber,Barcelona,21-Apr-14,Clay,Quarter-finals,65,26,1,2,10,4,0,23,34,11,20,3,4,20,47,54,0,7,3,1,18,26,9,21,2,3,20,54,47
Nicolas Almagro,Rafael Nadal,Barcelona,21-Apr-14,Clay,Quarter-finals,20,1,0,2,15,4,2,43,65,25,56,4,7,34,91,102,1,16,2,4,43,61,14,30,5,18,53,121,110
Ernests Gulbis,Teymuraz Gabashvili,Barcelona,21-Apr-14,Clay,Quarter-finals,23,55,0,2,12,1,0,28,38,11,16,3,8,34,71,73,0,5,0,3,28,45,9,26,0,5,15,54,52
Kei Nishikori,Ernests Gulbis,Barcelona,21-Apr-14,Clay,Semi-finals,17,23,0,2,12,1,3,25,31,12,19,3,10,29,66,66,0,6,5,2,25,39,12,27,0,0,13,50,50
Santiago Giraldo,Nicolas Almagro,Barcelona,21-Apr-14,Clay,Semi-finals,65,20,0,2,13,7,0,40,52,11,23,3,5,21,56,72,0,8,5,4,25,37,10,19,1,7,24,75,59
Kei Nishikori,Santiago Giraldo,Barcelona,21-Apr-14,Clay,Finals,17,65,0,2,12,2,1,21,28,13,25,5,7,29,53,63,0,4,2,5,17,25,7,28,1,2,19,53,43
Jurgen Melzer,Alexander Zverev,Munich,28-Apr-14,Clay,First Round,66,.,0,2,12,2,4,24,30,9,17,5,7,27,44,60,0,3,1,1,9,20,8,24,1,7,14,47,31
Martin Klizan,Dudi Sela,Munich,28-Apr-14,Clay,First Round,111,82,0,2,12,5,1,19,24,13,22,5,9,22,39,54,0,3,1,2,10,16,7,23,1,4,14,46,31
Jan-Lennard Struff,Feliciano Lopez,Munich,28-Apr-14,Clay,First Round,96,30,0,2,12,5,0,24,29,18,29,2,7,26,60,68,0,7,6,2,28,45,6,15,0,3,16,58,50
Thomaz Bellucci,Ivan Dodig,Munich,28-Apr-14,Clay,First Round,122,36,0,2,13,2,3,34,43,18,34,2,3,28,70,80,0,10,4,3,24,32,18,38,1,6,25,77,67
Dustin Brown,Ivo Karlovic,Munich,28-Apr-14,Clay,First Round,86,53,0,2,14,3,1,40,49,19,25,0,1,21,80,80,0,12,11,0,42,55,17,25,0,1,15,74,74
Alejandro Falla,Jarkko Nieminen,Munich,28-Apr-14,Clay,First Round,71,56,0,2,12,2,0,17,22,9,18,6,10,29,48,55,0,3,0,3,13,26,6,22,1,4,14,40,33
Albert Ramos-Vinolas,Lleyton Hewitt,Munich,28-Apr-14,Clay,First Round,117,42,0,2,18,4,2,43,62,16,29,6,9,41,86,100,1,8,6,6,31,46,14,40,1,4,32,91,77
Andreas Seppi,Michael Berrer,Munich,28-Apr-14,Clay,First Round,33,116,0,2,13,3,2,27,40,17,22,3,9,35,78,79,0,8,4,1,37,57,6,21,1,1,18,62,61
Marinko Matosevic,Michal Przysiezny,Munich,28-Apr-14,Clay,First Round,68,79,1,1,8,5,2,25,38,11,27,3,4,24,58,60,1,11,4,0,25,36,9,22,4,11,29,65,63
Federico Delbonis,Nikolay Davydenko,Munich,28-Apr-14,Clay,First Round,44,90,0,2,13,1,0,39,45,7,11,2,9,34,87,80,0,8,6,1,37,53,16,34,0,0,10,56,63
Sergiy Stakhovsky,Peter Gojowczyk,Munich,28-Apr-14,Clay,First Round,89,113,0,2,15,6,2,37,52,11,23,4,9,34,84,82,1,11,11,4,35,48,15,36,2,6,27,75,77
Denis Istomin,Philipp Kohlschreiber,Munich,28-Apr-14,Clay,First Round,55,26,0,2,15,7,1,50,74,12,23,3,7,30,86,92,1,15,5,0,35,54,21,32,3,14,35,97,91
